labels,sentences
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p726/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p727/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p728/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p729/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p73/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p730/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p731/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p732/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p733/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p734/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p735/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p736/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p737/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p738/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p739/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p74/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p740/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p741/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p742/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p743/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p744/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p745/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p746/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p747/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p748/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p749/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p75/image_10.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p750/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p751/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p752/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p753/image_7.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p754/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p755/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p756/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p757/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p758/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p759/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p76/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p760/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p761/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p762/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p763/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p764/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p765/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p766/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p767/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p768/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p769/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p77/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p770/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p771/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p772/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p773/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p774/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p775/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p776/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p777/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p778/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p779/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p78/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p780/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p781/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p782/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p783/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p784/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p785/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p786/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p787/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p788/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p789/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p79/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p790/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p791/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p792/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p793/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p794/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p795/image_14.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p796/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p797/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p798/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p799/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p8/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p80/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p800/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p801/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p802/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p803/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p804/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p805/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p806/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p807/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p808/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p809/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p81/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p810/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p811/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p812/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p813/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p814/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p815/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p816/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p817/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p818/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p819/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p82/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p820/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p821/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p822/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p823/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p824/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p825/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p826/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p827/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p828/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p829/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p83/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p830/image_10.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p831/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p832/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p833/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p834/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p835/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p836/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p837/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p838/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p839/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p84/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p840/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p841/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p842/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p843/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p844/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p845/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p846/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p847/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p848/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p849/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p85/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p850/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p851/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p852/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p853/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p854/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p855/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p856/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p857/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p858/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p859/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p86/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p860/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p861/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p862/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p863/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p864/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p865/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p866/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p867/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p868/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p869/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p87/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p870/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p871/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p872/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p873/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p874/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p875/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p876/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p877/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p878/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p879/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p88/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p880/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p881/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p882/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p883/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p884/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p885/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p886/a.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p887/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p888/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p889/image_10.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p89/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p890/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p891/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p892/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p893/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p894/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p895/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p896/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p897/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p898/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p899/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p9/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p90/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p900/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p901/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p902/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p903/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p904/image_7.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p905/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p906/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p907/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p908/a.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p909/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p91/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p910/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p911/a.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p912/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p913/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p914/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p915/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p916/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p917/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p918/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p919/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p92/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p920/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p921/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p922/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p923/image_8.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p924/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p925/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p926/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p927/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p928/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p929/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p93/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p930/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p931/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p932/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p933/image_8.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p934/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p935/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p936/image_5.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p937/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p938/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p939/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p94/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p940/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p941/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p942/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p943/image_13.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p944/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p945/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p946/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p947/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p948/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p949/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p95/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p950/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p951/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p952/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p953/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p954/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p955/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p956/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p957/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p958/image_9.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p959/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p96/image_6.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p960/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p961/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p962/image_10.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p963/image_15.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p964/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p965/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p966/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p967/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p968/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p969/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p97/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p970/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p971/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p972/cover.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p973/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p974/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p975/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p976/image_9.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p977/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p978/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p979/image_7.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p98/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p980/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p981/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p982/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p983/image_9.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p984/image_2.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p985/image_4.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p986/image_3.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p987/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p988/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p989/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p99/image_8.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p990/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p991/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p992/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p993/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p994/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p995/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p996/image_0.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p997/image_7.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p998/image_1.jpg
1,D:\ei\Sentiment_Analysis_Imdb-master\p/p999/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n0/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n1/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n10/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n100/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n101/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n102/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n103/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n104/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n105/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n106/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n107/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n108/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n109/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n11/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n110/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n111/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n112/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n113/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n114/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n115/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n116/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n117/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n118/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n119/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n12/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n120/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n121/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n122/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n123/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n124/image_6.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n125/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n126/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n127/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n128/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n129/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n13/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n130/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n131/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n132/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n133/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n134/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n135/image_1.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n136/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n137/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n138/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n139/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n14/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n140/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n141/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n142/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n143/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n144/image_2.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n145/image_6.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n146/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n147/image_3.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n148/image_0.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n149/cover.jpg
0,D:\ei\Sentiment_Analysis_Imdb-master/n/n15/image_0.jpg
